Job number,Occupancyissueddate,BIN,Borough,Housenumber,Streetname,Block,Lot,Noofdwellingunits,Buildingoccupancygroupclassification,CofilingtypeLabel,CofO Status
103139587-01,5/23/22 11:11,1013039,Manhattan,62,9 AVENUE,738,7502,20,J2: 3 FAMILY,Renewal Without Change,CO Issued
103143527-01,4/27/22 12:06,1040756,Manhattan,502,PARK AVENUE,1374,7502,122,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
103145990-01,1/4/22 16:02,1087186,Manhattan,620,EIGHTH AVENUE,1012,7501,,E - BUSINESS,Renewal Without Change,CO Issued
103145990-01,2/23/22 10:55,1087186,Manhattan,620,EIGHTH AVENUE,1012,7501,,E - BUSINESS,Renewal Without Change,CO Issued
103150162-01,2/4/22 17:03,1002678,Manhattan,277,CANAL STREET,209,1,,C - MERCANTILE,Final,CO Issued
103171951-01,1/5/22 15:44,1064698,Manhattan,90,WEST  225 STREET,2215,7502,,C - MERCANTILE,Renewal Without Change,CO Issued
103171951-01,4/1/22 14:11,1064698,Manhattan,90,WEST  225 STREET,2215,7502,,C - MERCANTILE,Renewal Without Change,CO Issued
103171951-01,6/22/22 14:24,1064698,Manhattan,90,WEST  225 STREET,2215,7502,,C - MERCANTILE,Renewal Without Change,CO Issued
103222424-01,1/27/22 11:48,1023760,Manhattan,160,CENTRAL PARK SOUTH,1011,7501,197,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
103222424-01,4/25/22 16:21,1023760,Manhattan,160,CENTRAL PARK SOUTH,1011,7501,197,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
103239657-01,6/22/22 10:05,1063351,Manhattan,600,WEST  161 STREET,2137,14,63,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
103242484-01,4/6/22 14:26,1040897,Manhattan,41,EAST   62 STREET,1377,27,0,COM - COMMERCIAL BUILDINGS - OLD CODE,Initial,CO Issued
103242484-01,6/29/22 9:01,1040897,Manhattan,41,EAST   62 STREET,1377,27,0,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103247194-01,1/28/22 15:54,1041797,Manhattan,35,EAST   76 STREET,1391,21,63,J-1 - RESIDENTIAL (HOTELS),Initial,CO Issued
103258243-01,2/14/22 16:08,1024727,Manhattan,1535,BROADWAY,1017,7501,2161,J-1 - RESIDENTIAL (HOTELS),Renewal With Change,CO Issued
103258243-01,5/20/22 11:03,1024727,Manhattan,1535,BROADWAY,1017,7501,2161,J-1 - RESIDENTIAL (HOTELS),Renewal Without Change,CO Issued
103260276-01,2/1/22 10:08,1002832,Manhattan,416,WASHINGTON STREET,218,7501,65,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103260276-01,4/27/22 11:24,1002832,Manhattan,416,WASHINGTON STREET,218,7501,65,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103266546-01,5/3/22 12:50,1015466,Manhattan,37,WEST   19 STREET,821,19,5,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
103294631-01,6/30/22 10:07,1076268,Manhattan,277,PARK AVENUE,1302,7501,,E - BUSINESS,Renewal With Change,CO Issued
103300081-01,1/19/22 13:05,1041684,Manhattan,3,EAST   75 STREET,1390,7504,8,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
103300081-01,4/6/22 12:28,1041684,Manhattan,3,EAST   75 STREET,1390,7504,8,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
103303257-01,4/21/22 16:29,1016184,Manhattan,900,BROADWAY,848,61,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103304657-01,1/14/22 18:23,1045586,Manhattan,1305,YORK AVENUE,1464,28,,E - BUSINESS,Renewal Without Change,CO Issued
103304657-01,3/14/22 14:25,1045586,Manhattan,1305,YORK AVENUE,1464,28,,E - BUSINESS,Renewal With Change,CO Issued
103304657-01,6/30/22 11:43,1045586,Manhattan,1305,YORK AVENUE,1464,28,,E - BUSINESS,Renewal Without Change,CO Issued
103307057-01,1/4/22 16:38,1076141,Manhattan,160,WEST   24 STREET,799,3,204,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103307057-01,3/25/22 16:54,1076141,Manhattan,160,WEST   24 STREET,799,3,204,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103307057-01,6/24/22 11:13,1076141,Manhattan,160,WEST   24 STREET,799,3,204,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103329658-01,4/15/22 10:46,1009216,Manhattan,40,EAST   14 STREET,565,11,,C - MERCANTILE,Renewal With Change,CO Issued
103343561-01,2/22/22 10:10,1001410,Manhattan,120,CHURCH STREET,126,27,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103345630-01,2/22/22 14:17,1025451,Manhattan,959,8 AVENUE,1047,7502,,E - BUSINESS,Renewal Without Change,CO Issued
103345630-01,5/16/22 15:53,1025451,Manhattan,959,8 AVENUE,1047,7502,,E - BUSINESS,Renewal Without Change,CO Issued
103346988-01,1/25/22 10:44,1012855,Manhattan,446,WEST   34 STREET,731,70,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103359054-01,3/22/22 12:43,1026892,Manhattan,426,WEST   58 STREET,1067,7502,16,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
103359054-01,6/27/22 10:20,1026892,Manhattan,426,WEST   58 STREET,1067,7502,16,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
103359722-01,3/25/22 12:51,1053467,Manhattan,4,WEST  125 STREET,1722,40,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103397370-01,6/23/22 10:46,1087595,Manhattan,49,WEST  127 STREET,1725,16,3,J2: RESIDENTIAL,Initial,CO Issued
103402881-01,1/19/22 16:38,1064672,Manhattan,22,MARBLE HILL AVENUE,2215,538,34,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103402881-01,4/6/22 14:43,1064672,Manhattan,22,MARBLE HILL AVENUE,2215,538,34,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103408705-01,1/19/22 13:30,1012345,Manhattan,555,W 23 STREET,695,7503,337,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
103408705-01,4/11/22 12:03,1012345,Manhattan,555,W 23 STREET,695,7503,337,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
103421183-01,2/22/22 11:07,1084698,Manhattan,566,MAIN STREET,1373,1,,G - EDUCATION,Renewal Without Change,CO Issued
103421183-01,5/27/22 10:49,1084698,Manhattan,566,MAIN STREET,1373,1,,G - EDUCATION,Renewal Without Change,CO Issued
103421183-01,6/14/22 14:46,1084698,Manhattan,566,MAIN STREET,1373,1,,G - EDUCATION,Final,CO Issued
103428863-01,2/25/22 16:08,1056486,Manhattan,2647,BROADWAY,1872,52,26,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
103430299-01,6/29/22 11:02,1079184,Manhattan,220,12 AVENUE,673,1,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103438852-01,3/23/22 14:04,1080846,Manhattan,215,WEST   57 STREET,1029,23,,E - EDUCATIONAL,Renewal Without Change,CO Issued
103438852-01,6/9/22 17:22,1080846,Manhattan,215,WEST   57 STREET,1029,23,,E - EDUCATIONAL,Renewal Without Change,CO Issued
103451337-01,6/23/22 11:24,1001446,Manhattan,9-15,MURRAY STREET,134,7503,27,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
103465714-01,3/7/22 9:21,1038770,Manhattan,305-313,EAST   45 STREET,1338,5,338,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
103465714-01,6/3/22 10:37,1038770,Manhattan,305-313,EAST   45 STREET,1338,5,338,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
103469462-01,3/11/22 13:10,1013562,Manhattan,440,9 AVENUE,758,82,,E - BUSINESS,Renewal Without Change,CO Issued
103469462-01,6/13/22 10:33,1013562,Manhattan,440,9 AVENUE,758,82,,E - BUSINESS,Renewal Without Change,CO Issued
103489100-01,1/14/22 11:57,1060507,Manhattan,2524,7 AVENUE,2032,30,18,RES - RESID. BLDG - OLD CODE,Renewal With Change,CO Issued
103489100-01,5/3/22 14:06,1060507,Manhattan,2524,7 AVENUE,2032,30,18,RES - RESID. BLDG - OLD CODE,Final,CO Issued
103493480-01,1/13/22 12:14,1077191,Manhattan,1,WEST   88 STREET,1202,26,37,J2: RESIDENTIAL,Renewal With Change,CO Issued
103493514-01,6/8/22 16:36,1000828,Manhattan,63,WALL STREET,27,9,476,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
103504628-01,2/8/22 13:30,1045588,Manhattan,404,EAST   70 STREET,1464,30,231,J2: RESIDENTIAL,Initial,CO Issued
103504628-01,5/18/22 16:24,1045588,Manhattan,404,EAST   70 STREET,1464,30,231,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103511807-01,1/13/22 16:47,1024858,Manhattan,210,WEST   55 STREET,1026,41,211,J-1 - RESIDENTIAL (HOTELS),Renewal Without Change,CO Issued
103511807-01,4/15/22 16:27,1024858,Manhattan,210,WEST   55 STREET,1026,41,211,J-1 - RESIDENTIAL (HOTELS),Renewal Without Change,CO Issued
103557811-01,1/24/22 9:41,1080877,Manhattan,315,WEST   44 STREET,1035,17,,F-4 - ASSEMBLY (RESTAURANTS),Renewal Without Change,CO Issued
103559891-01,2/28/22 13:49,1086205,Manhattan,408,EAST 92 STREET,1571,49,196,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103559891-01,5/5/22 12:35,1086205,Manhattan,408,EAST 92 STREET,1571,49,196,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103567597-01,6/1/22 15:30,1085058,Manhattan,61,WEST   68 STREET,1121,8,13,J2: 3 FAMILY,Initial,CO Issued
103572484-01,1/12/22 10:39,1071418,Manhattan,31,WEST   52 STREET,1268,7501,,E - BUSINESS,Renewal Without Change,CO Issued
103601504-01,4/26/22 16:16,1035752,Manhattan,410,PARK AVENUE,1290,37,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103605118-01,3/2/22 14:07,1001562,Manhattan,34-38,HUDSON STREET,144,7502,11,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
103605118-01,6/9/22 9:47,1001562,Manhattan,34-38,HUDSON STREET,144,7502,11,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
103623900-01,2/17/22 9:10,1012277,Manhattan,85,TENTH AVENUE,687,29,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103623900-01,2/25/22 15:01,1012277,Manhattan,85,TENTH AVENUE,687,29,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103651371-01,2/25/22 11:28,1059526,Manhattan,425,WEST 123RD STREET,1964,12,,E - EDUCATIONAL,Renewal With Change,CO Issued
103651371-01,6/14/22 15:36,1059526,Manhattan,425,WEST 123RD STREET,1964,12,,E - EDUCATIONAL,Renewal Without Change,CO Issued
103683426-01,5/17/22 9:48,1089587,Manhattan,703,WEST  171 STREET,2139,199,11,J2: RESIDENTIAL,Initial,CO Issued
103685567-01,2/18/22 9:57,1080672,Manhattan,28,WEST   23 STREET,824,28,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103685567-01,5/12/22 11:58,1080672,Manhattan,28,WEST   23 STREET,824,28,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103693068-01,6/15/22 10:04,1087918,Manhattan,2301,SECOND AVENUE,1783,7501,28,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103697554-01,4/8/22 13:59,1016886,Manhattan,3,EAST   27 STREET,857,7,173,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
103708187-01,4/18/22 9:48,1018239,Manhattan,429,PARK AVENUE SOUTH,885,4,60,RES - RESID. BLDG - OLD CODE,Initial,CO Issued
103709685-01,3/21/22 11:21,1015523,Manhattan,55,WEST   21 STREET,823,9,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103709685-01,6/9/22 17:04,1015523,Manhattan,55,WEST   21 STREET,823,9,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103731115-01,3/4/22 9:40,1083633,Manhattan,20,WEST   33 STREET,834,7501,00,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal With Change,CO Issued
103748955-01,6/23/22 14:53,1019951,Manhattan,227,EAST   30 STREET,911,7503,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103768521-01,1/14/22 17:43,1083346,Manhattan,55,WATER STREET,32,7501,,E - BUSINESS,Renewal With Change,CO Issued
103768521-01,4/13/22 15:26,1083346,Manhattan,55,WATER STREET,32,7501,,E - BUSINESS,Renewal Without Change,CO Issued
103772008-01,3/9/22 17:07,1059274,Manhattan,258,ST NICHOLAS AVENUE,1950,7501,52,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103772008-01,5/27/22 14:30,1059274,Manhattan,258,ST NICHOLAS AVENUE,1950,7501,52,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103815515-01,4/5/22 10:59,1001041,Manhattan,114,LIBERTY STREET,52,7502,12,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
103818950-01,4/8/22 14:37,1016895,Manhattan,4,EAST   28 STREET,857,75,199,J-1 - RESIDENTIAL (HOTELS),Renewal Without Change,CO Issued
103840756-01,1/28/22 9:49,1001619,Manhattan,200,CHURCH STREET,147,7508,20,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103840756-01,4/26/22 9:36,1001619,Manhattan,200,CHURCH STREET,147,7508,20,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103848703-01,6/16/22 16:35,1039641,Manhattan,317,EAST   50 STREET,1343,7501,116,J2: 3 FAMILY,Renewal Without Change,CO Issued
103854349-01,2/18/22 11:49,1007385,Manhattan,155,AVENUE OF THE AMERICAS,491,46,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal With Change,CO Issued
103854349-01,5/6/22 12:14,1007385,Manhattan,155,AVENUE OF THE AMERICAS,491,46,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103862946-01,2/24/22 13:26,1035741,Manhattan,689,FIFTH AVENUE,1290,1,,E - BUSINESS,Renewal Without Change,CO Issued
103867442-01,3/28/22 8:49,1078992,Manhattan,37,WALL STREET,26,14,372,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
103867781-01,2/15/22 10:40,1027193,Manhattan,1855,BROADWAY,1113,47,,G - EDUCATION,Renewal Without Change,CO Issued
103867781-01,5/11/22 15:38,1027193,Manhattan,1855,BROADWAY,1113,47,,G - EDUCATION,Renewal Without Change,CO Issued
103869182-01,6/21/22 10:56,1048762,Manhattan,1511,3 AVENUE,1531,1,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103890461-01,3/4/22 15:10,1089902,Manhattan,10,EAST 15 STREET,842,34,,E - EDUCATIONAL,Renewal Without Change,CO Issued
103890461-01,5/23/22 12:27,1089902,Manhattan,10,EAST 15 STREET,842,34,,E - EDUCATIONAL,Renewal Without Change,CO Issued
103925219-01,4/25/22 14:36,1087263,Manhattan,225,FIFTH AVENUE,856,7502,190,J2: RESIDENTIAL,Renewal With Change,CO Issued
103927592-01,3/23/22 15:20,1079077,Manhattan,129,ORCHARD STREET,415,72,18,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103939829-01,6/13/22 17:31,1048289,Manhattan,1149,PARK AVENUE,1520,3,1,RES - RESID. BLDG - OLD CODE,Final,CO Issued
103945803-01,1/31/22 12:28,1022676,Manhattan,157,WEST   47 STREET,1000,7,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103945803-01,4/20/22 14:31,1022676,Manhattan,157,WEST   47 STREET,1000,7,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103977412-01,6/27/22 12:11,1006974,Manhattan,164,MULBERRY STREET,471,29,2,RES - RESID. BLDG - OLD CODE,Renewal With Change,CO Issued
103980382-01,2/4/22 12:34,1087536,Manhattan,76,MADISON AVENUE,857,7501,31,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103980382-01,5/4/22 14:58,1087536,Manhattan,76,MADISON AVENUE,857,7501,31,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103980970-01,4/26/22 16:55,1087309,Manhattan,325,5 AVENUE,862,7503,250,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103981620-01,1/20/22 16:35,1087705,Manhattan,100,RIVERSIDE BOULEVARD,1171,7505,274,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103981620-01,4/19/22 15:14,1087705,Manhattan,100,RIVERSIDE BOULEVARD,1171,7505,274,J2: RESIDENTIAL,Renewal Without Change,CO Issued
103982380-01,1/28/22 11:14,1036082,Manhattan,767,FIFTH AVENUE,1294,1,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103982380-01,4/20/22 11:21,1036082,Manhattan,767,FIFTH AVENUE,1294,1,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
103985582-01,3/28/22 15:42,1001824,Manhattan,7,MOTT STREET,164,51,,E - BUSINESS,Renewal Without Change,CO Issued
103986616-01,2/16/22 12:57,1062988,Manhattan,1112,ST NICHOLAS AVENUE,2124,1,,E - BUSINESS,Renewal Without Change,CO Issued
103986616-01,6/30/22 11:22,1062988,Manhattan,1112,ST NICHOLAS AVENUE,2124,1,,E - BUSINESS,Renewal Without Change,CO Issued
103997828-01,2/23/22 15:08,1007655,Manhattan,135,SPRING STREET,500,38,4,B - BUSINESS,Renewal Without Change,CO Issued
103997828-01,5/24/22 16:04,1007655,Manhattan,135,SPRING STREET,500,38,4,B - BUSINESS,Renewal Without Change,CO Issued
104006237-01,4/11/22 11:36,1018179,Manhattan,380,THIRD AVENUE,883,46,16,COM - COMMERCIAL BUILDINGS - OLD CODE,Final,CO Issued
104010614-01,3/31/22 15:21,1082210,Manhattan,34,COOPER SQUARE,544,45,5,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
104023691-01,3/17/22 10:02,1002717,Manhattan,300,CANAL STREET,210,20,8,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
104023691-01,6/15/22 11:01,1002717,Manhattan,300,CANAL STREET,210,20,8,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
104024048-01,3/4/22 11:20,1012277,Manhattan,85,10 AVENUE,687,29,,E - BUSINESS,Renewal With Change,CO Issued
104024048-01,3/17/22 9:58,1012277,Manhattan,85,10 AVENUE,687,29,,E - BUSINESS,Renewal Without Change,CO Issued
104025190-01,1/10/22 9:00,1064298,Manhattan,461,FORT WASHINGTON AVENUE,2177,100,38,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
104025190-01,4/1/22 11:49,1064298,Manhattan,461,FORT WASHINGTON AVENUE,2177,100,38,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
104025190-01,5/24/22 9:13,1064298,Manhattan,461,FORT WASHINGTON AVENUE,2177,100,38,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
104029579-01,1/31/22 14:40,1089104,Manhattan,381,LENOX AVENUE,1914,7502,19,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104029579-01,4/22/22 11:49,1089104,Manhattan,381,LENOX AVENUE,1914,7502,19,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104043205-01,2/15/22 11:26,1076843,Manhattan,116,CENTRAL PARK SOUTH,1011,7503,80,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104043205-01,5/5/22 13:55,1076843,Manhattan,116,CENTRAL PARK SOUTH,1011,7503,80,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104043483-01,4/14/22 12:46,1088996,Manhattan,180,10 AVENUE,718,7502,60,J-1 - RESIDENTIAL (HOTELS),Renewal Without Change,CO Issued
104044133-01,2/24/22 10:53,1012048,Manhattan,469,WEST STREET,640,7501,64,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104044133-01,5/18/22 16:02,1012048,Manhattan,469,WEST STREET,640,7501,64,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104051623-01,3/16/22 10:51,1087724,Manhattan,125,WEST   22 STREET,798,7505,33,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104051623-01,6/15/22 9:44,1087724,Manhattan,125,WEST   22 STREET,798,7505,33,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104057636-01,2/1/22 9:38,1015487,Manhattan,60,WEST 20 STREET,821,7503,67,J2: 3 FAMILY,Renewal Without Change,CO Issued
104057636-01,4/25/22 11:19,1015487,Manhattan,60,WEST 20 STREET,821,7503,67,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
104063264-01,6/9/22 15:31,1015654,Manhattan,230,5 AVENUE,828,41,,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal Without Change,CO Issued
104067634-01,4/18/22 10:17,1074157,Manhattan,1220,5 AVENUE,1609,1,,PUB - PUBLIC BLDG - OLD CODE,Renewal With Change,CO Issued
104067929-01,1/7/22 11:39,1087704,Manhattan,555,WEST   59 STREET,1151,7503,186,J2: RESIDENTIAL,Renewal With Change,CO Issued
104067929-01,3/31/22 14:50,1087704,Manhattan,555,WEST   59 STREET,1151,7503,186,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104067929-01,6/22/22 11:47,1087704,Manhattan,555,WEST   59 STREET,1151,7503,186,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104070407-01,2/9/22 12:41,1002934,Manhattan,75,VARICK STREET,226,1,,E - BUSINESS,Renewal Without Change,CO Issued
104070407-01,4/14/22 10:31,1002934,Manhattan,75,VARICK STREET,226,1,,E - BUSINESS,Renewal Without Change,CO Issued
104083386-01,2/10/22 13:12,1002077,Manhattan,175,FRANKLIN STREET,181,19,5,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
104083386-01,5/5/22 11:37,1002077,Manhattan,175,FRANKLIN STREET,181,19,5,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
104091812-01,1/10/22 9:57,1040913,Manhattan,12,EAST   63 STREET,1377,63,1,J-3 - RESIDENTIAL 1-2 FAMILY HOUSES,Final,CO Issued
104093151-01,2/23/22 11:44,1058409,Manhattan,2192,8 AVENUE,1924,2,13,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104093160-01,2/16/22 14:27,1058411,Manhattan,2196,8 AVENUE,1924,4,13,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104093160-01,5/20/22 14:14,1058411,Manhattan,2196,8 AVENUE,1924,4,13,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104094784-01,5/3/22 9:04,1048768,Manhattan,1641,2 AVENUE,1531,21,4,COM - COMMERCIAL BUILDINGS - OLD CODE,Renewal With Change,CO Issued
104095211-01,5/11/22 10:42,1078964,Manhattan,83,PEARL STREET,29,25,1,F-4 - ASSEMBLY (RESTAURANTS),Renewal With Change,CO Issued
104111444-01,1/6/22 9:43,1002807,Manhattan,415,GREENWICH STREET,215,7504,63,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104111444-01,1/7/22 15:00,1002807,Manhattan,415,GREENWICH STREET,215,7504,63,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104111444-01,3/21/22 13:51,1002807,Manhattan,415,GREENWICH STREET,215,7504,63,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104111444-01,4/6/22 10:26,1002807,Manhattan,415,GREENWICH STREET,215,7504,63,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104111444-01,6/13/22 14:55,1002807,Manhattan,415,GREENWICH STREET,215,7504,63,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104132760-01,4/21/22 13:15,1087777,Manhattan,515,WEST   52 STREET,1081,7502,339,J2: RESIDENTIAL,Renewal Without Change,CO Issued
104138443-01,5/18/22 14:31,1089077,Manhattan,1751,PARK AVENUE,1770,72,,C - MERCANTILE,Renewal Without Change,CO Issued
104142027-01,5/24/22 11:09,1010378,Manhattan,345,HUDSON STREET,598,58,,E - BUSINESS,Renewal With Change,CO Issued
104145211-01,5/20/22 11:43,1048394,Manhattan,1664,3 AVENUE,1522,34,8,RES - RESID. BLDG - OLD CODE,Renewal Without Change,CO Issued
104152211-01,2/15/22 14:33,1017178,Manhattan,11,EAST   36 STREET,866,7501,61,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
104152211-01,5/11/22 13:32,1017178,Manhattan,11,EAST   36 STREET,866,7501,61,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
